case_uid,target,tool,priority,priority_reason,case_kind,status_label,run_dir,run_id,mode,input_bc,input_ll,raw_artifact,raw_row_or_line,reported_file,reported_line,reported_column,location_validity,source_region,project_source_only,header_context,ir_function,ir_instruction,ir_line,ir_snippet,source_snippet,message,root_cause_hint,confidence,needs_manual_review,manual_verdict,evidence_files,notes
phasar.redis.O2g.004921,redis,phasar,P0,LineOutOfRange,LocationInvalid,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026,redis_O2_g-Wed-Mar-18-09:36:32-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt,69982,CompilerOptimization/Target/redis/src/sds.h,3096,,line_out_of_range,project_header,0,project_header,processInputBuffer,,69990,"%192 = load ptr, ptr %17, align 8, !dbg !165270, !tbaa !109300, !psr.id !165271 | ID: 69719",,Phasar IFDS-Uninitialized use; variables=Line       : 3096; reported_source=size_t querybuf_len = sdslen(c->querybuf); /* Cache sdslen */,debug_location_or_source_attribution_drift_candidate,0.99,0,,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=result_worktree_to_target; exact source line was revalidated against the resolved source tree.
phasar.redis.O2g.004948,redis,phasar,P0,LineOutOfRange,LocationInvalid,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026,redis_O2_g-Wed-Mar-18-09:36:32-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt,70343,CompilerOptimization/Target/redis/src/sds.h,3182,,line_out_of_range,project_header,0,project_header,processInputBuffer,,70351,"%311 = load ptr, ptr %17, align 8, !dbg !165519, !tbaa !109300, !psr.id !165520 | ID: 69869",,"Phasar IFDS-Uninitialized use; variables=Line       : 3182; reported_source=newline = memchr(c->querybuf+c->qb_pos,'\r',sdslen(c->querybuf) - c->qb_pos);",debug_location_or_source_attribution_drift_candidate,0.99,0,,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=result_worktree_to_target; exact source line was revalidated against the resolved source tree.
phasar.redis.O2g.004969,redis,phasar,P0,LineOutOfRange,LocationInvalid,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026,redis_O2_g-Wed-Mar-18-09:36:32-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt,70631,CompilerOptimization/Target/redis/src/sds.h,3228,,line_out_of_range,project_header,0,project_header,processInputBuffer,,70639,"%397 = load ptr, ptr %17, align 8, !dbg !165700, !tbaa !109300, !psr.id !165701 | ID: 69972",,Phasar IFDS-Uninitialized use; variables=Line       : 3228; reported_source=querybuf_len = sdslen(c->querybuf);,debug_location_or_source_attribution_drift_candidate,0.99,0,,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=result_worktree_to_target; exact source line was revalidated against the resolved source tree.
phasar.redis.O2g.005004,redis,phasar,P0,LineOutOfRange,LocationInvalid,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026,redis_O2_g-Wed-Mar-18-09:36:32-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt,71107,CompilerOptimization/Target/redis/src/sds.h,3276,,line_out_of_range,project_header,0,project_header,processInputBuffer,,71115,"%525 = load ptr, ptr %17, align 8, !dbg !165969, !tbaa !109300, !psr.id !165970 | ID: 70128",,Phasar IFDS-Uninitialized use; variables=Line       : 3276; reported_source=querybuf_len = sdslen(c->querybuf); /* Update cached length */,debug_location_or_source_attribution_drift_candidate,0.99,0,,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=result_worktree_to_target; exact source line was revalidated against the resolved source tree.
phasar.redis.O2g.005077,redis,phasar,P0,LineOutOfRange,LocationInvalid,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026,redis_O2_g-Wed-Mar-18-09:36:32-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt,72097,CompilerOptimization/Target/redis/src/connection.h,3467,,line_out_of_range,project_header,0,project_header,handleClientReadError,,72105,"%30 = load ptr, ptr %29, align 8, !dbg !166723, !tbaa !93110, !psr.id !166726 | ID: 70524",,"Phasar IFDS-Uninitialized use; variables=Line       : 3467; reported_source=serverLog(LL_VERBOSE, ""Reading from client: %s"",connGetLastError(c->conn));",debug_location_or_source_attribution_drift_candidate,0.99,0,,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=result_worktree_to_target; exact source line was revalidated against the resolved source tree.
phasar.redis.O2g.005080,redis,phasar,P0,LineOutOfRange,LocationInvalid,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026,redis_O2_g-Wed-Mar-18-09:36:32-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt,72139,CompilerOptimization/Target/redis/src/sds.h,1983,,line_out_of_range,project_header,0,project_header,resetReusableQueryBuf,,72148,"%9 = load ptr, ptr %8, align 8, !dbg !166821, !tbaa !109300, !psr.id !166824 | ID: 70577",,Phasar IFDS-Uninitialized use; variables=s; reported_source=if (c->querybuf != thread_reusable_qb || sdslen(c->querybuf) > c->qb_pos) {,debug_location_or_source_attribution_drift_candidate,0.99,0,,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=result_worktree_to_target; exact source line was revalidated against the resolved source tree.
phasar.redis.O2g.005135,redis,phasar,P0,LineOutOfRange,LocationInvalid,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026,redis_O2_g-Wed-Mar-18-09:36:32-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt,72904,CompilerOptimization/Target/redis/src/connection.h,1875,,line_out_of_range,project_header,0,project_header,unlinkClient,,72912,"%70 = load ptr, ptr %3, align 8, !dbg !168187, !tbaa !93110, !psr.id !168188 | ID: 71273",,Phasar IFDS-Uninitialized use; variables=Line       : 1875; reported_source=connClose(c->conn);,debug_location_or_source_attribution_drift_candidate,0.99,0,,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=result_worktree_to_target; exact source line was revalidated against the resolved source tree.
phasar.redis.O2g.005225,redis,phasar,P0,LineOutOfRange,LocationInvalid,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026,redis_O2_g-Wed-Mar-18-09:36:32-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt,74256,CompilerOptimization/Target/redis/src/connection.h,3952,,line_out_of_range,project_header,0,project_header,catClientInfoString,,74265,"%179 = load ptr, ptr %178, align 8, !dbg !169887, !tbaa !93110, !psr.id !169890 | ID: 72193",,Phasar IFDS-Uninitialized use; variables=conn; reported_source=if (client->conn) {,debug_location_or_source_attribution_drift_candidate,0.99,0,,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=result_worktree_to_target; exact source line was revalidated against the resolved source tree.
phasar.redis.O2g.005230,redis,phasar,P0,LineOutOfRange,LocationInvalid,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026,redis_O2_g-Wed-Mar-18-09:36:32-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt,74320,CompilerOptimization/Target/redis/src/connection.h,3968,,line_out_of_range,project_header,0,project_header,catClientInfoString,,74328,"%219 = load ptr, ptr %178, align 8, !dbg !169986, !tbaa !93110, !psr.id !169990 | ID: 72250",,"Phasar IFDS-Uninitialized use; variables=Line       : 3968; reported_source=sds ret = sdscatfmt(s, FMTARGS(",debug_location_or_source_attribution_drift_candidate,0.99,0,,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=result_worktree_to_target; exact source line was revalidated against the resolved source tree.
phasar.redis.O2g.005255,redis,phasar,P0,LineOutOfRange,LocationInvalid,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026,redis_O2_g-Wed-Mar-18-09:36:32-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt,74653,CompilerOptimization/Target/redis/src/connection.h,3864,,line_out_of_range,project_header,0,project_header,getClientPeerId,,74661,"%18 = load ptr, ptr %17, align 8, !dbg !170518, !tbaa !93110, !psr.id !170521 | ID: 72595",,"Phasar IFDS-Uninitialized use; variables=Line       : 3864; reported_source=connFormatAddr(client->conn,addr,addr_len,remote);",debug_location_or_source_attribution_drift_candidate,0.99,0,,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=result_worktree_to_target; exact source line was revalidated against the resolved source tree.
phasar.redis.O2g.005259,redis,phasar,P0,LineOutOfRange,LocationInvalid,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026,redis_O2_g-Wed-Mar-18-09:36:32-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt,74718,CompilerOptimization/Target/redis/src/connection.h,3864,,line_out_of_range,project_header,0,project_header,getClientSockname,,74726,"%18 = load ptr, ptr %17, align 8, !dbg !170665, !tbaa !93110, !psr.id !170667 | ID: 72663",,"Phasar IFDS-Uninitialized use; variables=Line       : 3864; reported_source=connFormatAddr(client->conn,addr,addr_len,remote);",debug_location_or_source_attribution_drift_candidate,0.99,0,,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=result_worktree_to_target; exact source line was revalidated against the resolved source tree.
phasar.redis.O2g.005349,redis,phasar,P0,LineOutOfRange,LocationInvalid,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026,redis_O2_g-Wed-Mar-18-09:36:32-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt,75985,CompilerOptimization/Target/redis/src/sds.h,2950,,line_out_of_range,project_header,0,project_header,processInlineBuffer,,75993,"%5 = load ptr, ptr %4, align 8, !dbg !171950, !tbaa !109300, !psr.id !171952 | ID: 73356",,"Phasar IFDS-Uninitialized use; variables=Line       : 2950; reported_source=newline = strchr(c->querybuf+c->qb_pos,'\n');",debug_location_or_source_attribution_drift_candidate,0.99,0,,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=result_worktree_to_target; exact source line was revalidated against the resolved source tree.
phasar.redis.O2g.005520,redis,phasar,P0,LineOutOfRange,LocationInvalid,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026,redis_O2_g-Wed-Mar-18-09:36:32-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt,78347,CompilerOptimization/Target/redis/src/sds.h,576,,line_out_of_range,project_header,0,project_header,addReply,,78355,"%13 = load ptr, ptr %12, align 8, !dbg !175597, !tbaa !61923, !psr.id !175600 | ID: 75311",,"Phasar IFDS-Uninitialized use; variables=Line       : 576; reported_source=_addReplyToBufferOrList(c,obj->ptr,sdslen(obj->ptr));",debug_location_or_source_attribution_drift_candidate,0.99,0,,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=result_worktree_to_target; exact source line was revalidated against the resolved source tree.
phasar.redis.O2g.005556,redis,phasar,P0,LineOutOfRange,LocationInvalid,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026,redis_O2_g-Wed-Mar-18-09:36:32-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt,78817,CompilerOptimization/Target/redis/src/sds.h,1271,,line_out_of_range,project_header,0,project_header,addReplyBulk,,78825,"%16 = load ptr, ptr %15, align 8, !dbg !176201, !tbaa !61923, !psr.id !176203 | ID: 75632",,Phasar IFDS-Uninitialized use; variables=Line       : 1271; reported_source=const size_t len = sdslen(obj->ptr);,debug_location_or_source_attribution_drift_candidate,0.99,0,,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=result_worktree_to_target; exact source line was revalidated against the resolved source tree.
phasar.redis.O2g.005716,redis,phasar,P0,SourceLineEmptyOrNonCode,LocationInvalid,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026,redis_O2_g-Wed-Mar-18-09:36:32-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt,80840,CompilerOptimization/Target/redis/src/server.h,1339,,empty_or_comment_line,project_header,0,project_header,rdbSaveObject,,80849,"%698 = load ptr, ptr %697, align 8, !dbg !245781, !tbaa !195184, !psr.id !245782 | ID: 113475","/* Replication backlog is not a separate memory, it just is one consumer of",Phasar IFDS-Uninitialized use; variables=mv; reported_source=moduleType *mt = mv->type;,debug_location_or_source_attribution_drift_candidate,0.95,0,,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=result_worktree_to_target; exact source line was revalidated against the resolved source tree.
phasar.redis.O2g.005746,redis,phasar,P0,LineOutOfRange,LocationInvalid,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026,redis_O2_g-Wed-Mar-18-09:36:32-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt,81226,CompilerOptimization/Target/redis/src/sds.h,1471,,line_out_of_range,project_header,0,project_header,deferredAfterErrorReply,,81234,"%9 = load ptr, ptr %8, align 8, !dbg !182299, !tbaa !63045, !psr.id !182301 | ID: 78940",,Phasar IFDS-Uninitialized use; variables=Line       : 1471; reported_source=sds err = ln->value;,debug_location_or_source_attribution_drift_candidate,0.99,0,,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=result_worktree_to_target; exact source line was revalidated against the resolved source tree.
phasar.redis.O2g.005760,redis,phasar,P0,SourceTextMismatch,LocationDrift,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026,redis_O2_g-Wed-Mar-18-09:36:32-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/artifacts/redis_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt,81414,CompilerOptimization/Target/redis/src/networking.c,360,,valid,project_source,1,not_header,clientAcceptHandler,,81422,"%3 = load ptr, ptr %2, align 8, !dbg !182479, !tbaa !163471, !psr.id !182481 | ID: 79044",},Phasar IFDS-Uninitialized use; variables=Line       : 360; reported_source=return conn->private_data;,debug_location_or_source_attribution_drift_candidate,0.95,0,,/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/runs/ifds-uninit/redis_O2_g-Wed-Mar-18-09:36:32-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/redis/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=result_worktree_to_target; exact source line was revalidated against the resolved source tree.
