target,priority_reason,reported_file,reported_line,reported_column,location_validity,source_region,example_case_uid,example_raw_artifact,example_raw_row_or_line,ir_snippet,source_snippet,validation_status
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/rx2.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.005270,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:3780:29dd7bf8bc44eb817bfba9c8fd373878f77039ed,"call void @llvm.dbg.value(metadata %struct.sf_private_tag.1076* %0, metadata !55253, metadata !DIExpression()), !dbg !55254",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/sd2.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.005271,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:3781:bd0bf3ff4da73bdc8c362f106950734cda0b6ad0,"call void @llvm.dbg.value(metadata %struct.sf_private_tag.80* %0, metadata !55619, metadata !DIExpression()), !dbg !55624",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/sds.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.005479,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:3989:af9498001d8980ea60d689ff64b7939792fb0dfd,"call void @llvm.dbg.value(metadata %struct.sf_private_tag.1128* %0, metadata !56488, metadata !DIExpression()), !dbg !56491",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/svx.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.005630,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:4140:f43d0e892f41327e8d244e8e4b7506ecffbae8b4,"call void @llvm.dbg.value(metadata %struct.sf_private_tag.80* %0, metadata !58147, metadata !DIExpression()), !dbg !58149",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/txw.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.005695,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:4205:7863ce47991b091e2298c56128a08499cdfcc11d,"call void @llvm.dbg.value(metadata %struct.sf_private_tag.1181* %0, metadata !58919, metadata !DIExpression()), !dbg !58920",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/voc.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.005696,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:4206:86ab70e873580a556b8066dd67dc8f6fdca19645,"call void @llvm.dbg.value(metadata %struct.sf_private_tag.80* %0, metadata !59284, metadata !DIExpression()), !dbg !59287",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/wve.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.005805,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:4315:c2e81810542b5f9f3c477d776e99404047e0c17a,"call void @llvm.dbg.value(metadata %struct.sf_private_tag.134* %0, metadata !60155, metadata !DIExpression()), !dbg !60157",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/w64.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.005832,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:4342:21f972fc7f2b514f271e4419a0f7774e1447bf0e,"call void @llvm.dbg.value(metadata %struct.sf_private_tag.80* %0, metadata !60702, metadata !DIExpression()), !dbg !60836",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/wav.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.006290,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:4800:944e75f34ebd4acaf9a8ead172d992637814284f,"call void @llvm.dbg.value(metadata %struct.sf_private_tag.80* %0, metadata !63837, metadata !DIExpression()), !dbg !63965",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/xi.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.006581,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:5091:52b3db5737af00aeda6c14139e06e37fe266593d,"call void @llvm.dbg.value(metadata %struct.sf_private_tag.1348* %0, metadata !66019, metadata !DIExpression()), !dbg !66037",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/mpc2k.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.006704,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:5214:9def4fbe4d8c152991fb62aa8798b07758a9e577,"call void @llvm.dbg.value(metadata %struct.sf_private_tag.80* %0, metadata !68159, metadata !DIExpression()), !dbg !68161",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/nms_adpcm.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.006840,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:5350:149faa4c85a8fdbe3059c9f6c57eddb20a917f44,"call void @llvm.dbg.value(metadata %struct.sf_private_tag.80* %0, metadata !71535, metadata !DIExpression()), !dbg !71537",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/mpeg.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.006844,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:5354:9a844a72fbc4df6a55ad220b944665eab936152c,"call void @llvm.dbg.value(metadata %struct.sf_private_tag* %0, metadata !73395, metadata !DIExpression()), !dbg !73398",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/GSM610/add.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.006848,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:5358:76fc7d9f0651315cee49bee224f6b3d9d6a1dffc,"call void @llvm.dbg.value(metadata i16 %0, metadata !74152, metadata !DIExpression()), !dbg !74155",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/GSM610/gsm610_priv.h,0,,line_zero,project_header,cclyzerpp.libsndfile.O2g.006853,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:5363:6e8c34eb402f52bbb9a4f16f8e070ef176118a6a,"call void @llvm.dbg.value(metadata i16 %0, metadata !74380, metadata !DIExpression()), !dbg !74384",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/GSM610/decode.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.006861,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:5371:4a4e9cb4569c61dbcca4d9b71dac43797aafc3fa,"call void @llvm.dbg.value(metadata %struct.gsm_state* %0, metadata !74552, metadata !DIExpression()), !dbg !74568",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/GSM610/gsm_create.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.006963,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:5473:96d5f79965066fde4e7b8e74cccd8d68c75c21f3,"call void @llvm.dbg.value(metadata %struct.gsm_state* %2, metadata !74667, metadata !DIExpression()), !dbg !74669",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/GSM610/gsm_decode.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.006964,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:5474:743e2be933943fc48c533db779202c6553d969c7,"call void @llvm.dbg.value(metadata %struct.gsm_state* %0, metadata !74718, metadata !DIExpression()), !dbg !74733",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/GSM610/gsm_option.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.007283,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:5793:bda873c4f47f19cfeedbe1e70b5a790734e48095,"call void @llvm.dbg.value(metadata %struct.gsm_state* %0, metadata !77024, metadata !DIExpression()), !dbg !77028",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/GSM610/long_term.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.007293,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:5803:08c4e55c599c0f5e08b94b5bf836f36e6d1832f8,"call void @llvm.dbg.value(metadata %struct.gsm_state* %0, metadata !77706, metadata !DIExpression()), !dbg !77715",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/GSM610/rpe.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.007319,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:5829:0da4ab8d47de84474299c264f052a1c718bac58f,"call void @llvm.dbg.value(metadata i16* %0, metadata !78799, metadata !DIExpression()), !dbg !78808",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/GSM610/short_term.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.007393,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:5903:c6ec7b0b359292cde78827df21ff679308708bfc,"call void @llvm.dbg.value(metadata i16* %0, metadata !79214, metadata !DIExpression()), !dbg !79217",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/G72x/g72x.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.007991,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:6501:05d8ed28880352cf91651babf83065aabac07336,"call void @llvm.dbg.value(metadata i32 %0, metadata !80313, metadata !DIExpression()), !dbg !80317",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/ag_dec.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.008116,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:6626:b08faffa4566b39a9e4e80302d725952c8ad2144,"call void @llvm.dbg.value(metadata %struct.AGParamRec* %0, metadata !81422, metadata !DIExpression()), !dbg !81425",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/ag_enc.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.008340,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:6850:5a1acae44c812249affe9405f089a1ad449280c2,"call void @llvm.dbg.value(metadata %struct.AGParamRec* %0, metadata !81881, metadata !DIExpression()), !dbg !81912",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/dp_dec.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.008602,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:7112:512eb851e970fd66102bcb2f94737c0ff52c55c4,"call void @llvm.dbg.value(metadata i32* %0, metadata !82348, metadata !DIExpression()), !dbg !82399",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/shift.h,0,,line_zero,project_header,cclyzerpp.libsndfile.O2g.008666,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:7176:b20839202978c8f3a7b709ec01b8f71b7b621d70,"call void @llvm.dbg.value(metadata i32 %8, metadata !82443, metadata !DIExpression()), !dbg !82498",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/dp_enc.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.008872,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:7382:757a18d56e8bd5f8b24c1d38efbd4486a7e7f0b3,"call void @llvm.dbg.value(metadata i16* %0, metadata !82996, metadata !DIExpression()), !dbg !83001",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/matrix_dec.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.009142,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:7652:bd546b7e949056c41e48529ae19d2828dfc439a4,"call void @llvm.dbg.value(metadata i32* %0, metadata !83708, metadata !DIExpression()), !dbg !83723",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/matrix_enc.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.009571,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:8081:04c455c48241df9f2f35b4e5a1a367196825bd90,"call void @llvm.dbg.value(metadata i32* %0, metadata !84232, metadata !DIExpression()), !dbg !84249",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/ALAC/alac_encoder.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.010001,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:8511:b5b0d097d66984bc1f6e192742910be5f9bc243f,"call void @llvm.dbg.value(metadata %struct.alac_encoder_s* %0, metadata !85419, metadata !DIExpression()), !dbg !85445",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/programs/sndfile-convert.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.010453,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:8963:66e4d440a7b97d4681697c938281ce8f9df55abc,"call void @llvm.dbg.value(metadata i32 %0, metadata !86559, metadata !DIExpression()), !dbg !86589",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/interleave.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.012395,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,phi_instr:2044:152b611126d874147668a6ad0622fbdf3720554d,"%37 = phi i32 [ 666, %9 ], [ 0, %14 ], [ 36, %1 ], [ 17, %10 ], !dbg !30568",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/GSM610/lpc.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.013616,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,phi_instr:3749:c454ffa4e0651b2754b223f730470bb21f911919,"%1492 = trunc i64 %1653 to i32, !dbg !78094",,ok
libsndfile,ColumnOutOfRange,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/common.c,193,30,column_out_of_range,project_source,cclyzerpp.libsndfile.O2g.014160,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,phi_instr:4493:fabfbb94c97292e99b8ecac0ae696cb2cc96fe67,"store i32 %209, i32* %210, align 4, !dbg !87358, !tbaa !33187",   191: 						if (lead_char != '0' && left_align == SF_FALSE)\n   192: 							width_specifier -- ;\n>> 193: \n   194: 						u = - ((unsigned) d) ;\n   195: 						},ok
libsndfile,ColumnOutOfRange,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/common.c,289,22,column_out_of_range,project_source,cclyzerpp.libsndfile.O2g.014162,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,phi_instr:4495:bc1d95214ca140dac45d768c9b0ab843b978b625,"%291 = select i1 %289, i1 true, i1 %290, !dbg !87444",					{	tens *= 10 ;,ok
tengine,ColumnOutOfRange,/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/tests/common/tengine_operations.c,54,27,column_out_of_range,project_source,cclyzerpp.tengine.O2g.000042,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/cclyzerpp/LLVM14-O2-g/run_20260427_132038_tengine/ValueCases/all_cases.csv,subset.var_points_to:51751:3575feadb5c97cc0506f1e15932f18505b2b8cbf,"%10 = call i8* @stbi_load(i8* noundef %1, i32* noundef nonnull %4, i32* noundef nonnull %5, i32* noundef nonnull %6, i32 noundef %2), !dbg !27991","   52:     int w, h, c;\n   53:     unsigned char* data = stbi_load(filename, &w, &h, &c, channels);\n>> 54: \n   55:     if (!data)\n   56:     {",ok
tengine,ColumnOutOfRange,/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/tests/common/tengine_operations.c,75,45,column_out_of_range,project_source,cclyzerpp.tengine.O2g.000091,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/cclyzerpp/LLVM14-O2-g/run_20260427_132038_tengine/ValueCases/all_cases.csv,subset.var_points_to:51182:201f61ca5981e51e735b92db1c7e0380648fb2cc,"%113 = getelementptr inbounds i8, i8* %110, i64 8, !dbg !28071",            },ok
tengine,ColumnOutOfRange,/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/tests/common/tengine_operations.c,71,36,column_out_of_range,project_source,cclyzerpp.tengine.O2g.000095,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/cclyzerpp/LLVM14-O2-g/run_20260427_132038_tengine/ValueCases/all_cases.csv,subset.var_points_to:51259:5c5e6dacc78d6db03c224977372c7636a1fd342b,"%110 = getelementptr inbounds i8, i8* %10, i64 %109, !dbg !28070",            {,ok
tengine,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/tests/common/tengine_operations.c,0,,line_zero,project_source,cclyzerpp.tengine.O2g.000209,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/cclyzerpp/LLVM14-O2-g/run_20260427_132038_tengine/ValueCases/all_cases.csv,subset.var_points_to:52014:1e8ca4c5c89fbe4cd67f0f0935d6139c6a7cc253,"%17 = load float*, float** %16, align 8, !dbg !28216",,ok
tengine,ColumnOutOfRange,/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/tests/common/tengine_operations.c,834,14,column_out_of_range,project_source,cclyzerpp.tengine.O2g.000211,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/cclyzerpp/LLVM14-O2-g/run_20260427_132038_tengine/ValueCases/all_cases.csv,subset.var_points_to:51811:8f085e4089be48897c6c3646a072ed712033fd6d,"%306 = bitcast float* %199 to i8*, !dbg !28408",    {,ok
tengine,ColumnOutOfRange,/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/tests/common/tengine_operations.c,87,24,column_out_of_range,project_source,cclyzerpp.tengine.O2g.000224,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/cclyzerpp/LLVM14-O2-g/run_20260427_132038_tengine/ValueCases/all_cases.csv,subset.var_points_to:387:c5899644e3da231191afa6e105734751395e1cbb,"%210 = tail call noalias i8* @calloc(i64 noundef %209, i64 noundef 4) #30, !dbg !28365",    return out;,ok
tengine,ColumnOutOfRange,/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/tests/common/tengine_operations.c,700,24,column_out_of_range,project_source,cclyzerpp.tengine.O2g.000239,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/cclyzerpp/LLVM14-O2-g/run_20260427_132038_tengine/ValueCases/all_cases.csv,subset_lift.allocation_by_instr_ctx:32:edafedc49d0e084ffe6d00c25f16ab61ef345c6c,"%23 = tail call noalias i8* @malloc(i64 noundef %22) #30, !dbg !28241",    res.w = src.w;,ok
tengine,ColumnOutOfRange,/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/tests/common/tengine_operations.c,876,30,column_out_of_range,project_source,cclyzerpp.tengine.O2g.000241,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/cclyzerpp/LLVM14-O2-g/run_20260427_132038_tengine/ValueCases/all_cases.csv,subset_lift.allocation_by_instr_ctx:35:c0c6c53530a47d9b0c8af55e4312172efb952ca0,"%21 = tail call noalias i8* @malloc(i64 noundef %20) #30, !dbg !28483",   874:     float _scale_y = (float)(h) / (float)(oh);\n   875:     float offset = 0.5f;\n>> 876: \n   877:     int16_t* buf = (int16_t*)malloc((ow + ow + ow + oh + oh + oh) * sizeof(int16_t));\n   878:     int16_t* xCoef = (int16_t*)(buf);,ok
tengine,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/examples/tm_classification.c,0,,line_zero,project_source,cclyzerpp.tengine.O2g.000623,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/cclyzerpp/LLVM14-O2-g/run_20260427_132038_tengine/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:2:2f4e932f5e1d15bf18769525d36e7616e10abe8f,"call void @llvm.dbg.value(metadata i8* %0, metadata !860, metadata !DIExpression()), !dbg !905",,ok
tengine,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/tests/common/common.h,0,,line_zero,project_header,cclyzerpp.tengine.O2g.000693,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/cclyzerpp/LLVM14-O2-g/run_20260427_132038_tengine/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:72:52139021eede82cb808a9e674eb1eea913843384,"call void @llvm.dbg.value(metadata float* %12, metadata !1197, metadata !DIExpression()) #30, !dbg !1205",,ok
tengine,ColumnOutOfRange,/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/tests/common/common.h,75,14,column_out_of_range,project_header,cclyzerpp.tengine.O2g.006335,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/cclyzerpp/LLVM14-O2-g/run_20260427_132038_tengine/ValueCases/all_cases.csv,phi_instr:28:9f44d4bf63aa314fdcfda9910724458260e708fc,"%61 = icmp eq i8* %60, null, !dbg !1235",    {,ok
tengine,ColumnOutOfRange,/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/tests/common/tengine_operations.c,63,17,column_out_of_range,project_source,cclyzerpp.tengine.O2g.007999,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/cclyzerpp/LLVM14-O2-g/run_20260427_132038_tengine/ValueCases/all_cases.csv,phi_instr:3069:1e34b5237fb601f9c3b7fb46558f9ad424e87cb9,"%22 = phi i32 [ %20, %19 ], [ %2, %18 ], !dbg !28006",    if (c > 3),ok
tengine,ColumnOutOfRange,/home/jimi/PaperExperiment/CompilerOptimization/Target/Tengine/tests/common/tengine_operations.c,66,33,column_out_of_range,project_source,cclyzerpp.tengine.O2g.008000,/home/jimi/PaperExperiment/CompilerOptimization/Result/tengine/cclyzerpp/LLVM14-O2-g/run_20260427_132038_tengine/ValueCases/all_cases.csv,phi_instr:3070:d87570c9f9e94cefab9fa779112f80996fdb9e26,"%26 = phi i32 [ 3, %24 ], [ %22, %21 ], !dbg !28012",    for (int k = 0; k < c; ++k),ok
